"clustid" "x1" "x2" "x3" "inclusion" "g"
"5125" 4798 0 26.7363634976474 11 TRUE "b"
"5189" 4839 0 27.3666667938232 3 TRUE "a"
"5190" 4839 0 21.7000007629395 2 TRUE "a"
"5191" 4839 0 0 1 TRUE "a"
"5192" 4839 0 25 1 TRUE "a"
"5214" 4847 100.920010713694 23.2900000572205 10 TRUE NA
"5215" 4848 0 35.3153847914476 13 TRUE NA
"5216" 4848 0 29.381609329109 14 TRUE NA
"5217" 4859 908.839120338988 31.5687494277954 16 TRUE "b"
"5228" 4890 67.4847707968834 14.3666663169861 3 TRUE NA
"5229" 4890 61.3154496530133 33.0333337783813 6 TRUE NA
"5311" 4941 66.5172189306986 33.6624999046326 8 TRUE "b"
"5312" 4941 0 0 1 TRUE "b"
"5313" 4941 0 0 0 TRUE "b"
"5314" 4941 13.3479699525827 8.73333326975504 3 TRUE "b"
"5360" 5035 52.0080535420116 30.0374999046326 8 TRUE "b"
"5361" 5035 115.604651789962 30.7000002861023 4 TRUE "b"
"5362" 5035 0 33.3399997711182 10 TRUE "b"
"5363" 5035 22.4159352238893 11.4000000953674 2 TRUE "b"
"5380" 5043 0 14.25 2 TRUE NA
"5381" 5043 0 14.7500002384186 4 TRUE NA
"5382" 5043 111.786717850919 31.3142513513589 9 TRUE NA
"5383" 5043 1191.63076627467 42.925102422788 16 TRUE NA
"5384" 5044 0 32.4416669209798 12 TRUE "b"
"5385" 5044 434.172572147378 31.1964371892818 6 TRUE "b"
"5415" 5056 99.630102169252 29.7999992370605 3 TRUE NA
"5429" 5065 121.583607897038 25.8499994277954 2 TRUE NA
"5453" 5078 0 11.6999998092651 1 TRUE "b"
"5454" 5078 127.382754783318 29.2637780212075 6 TRUE "b"
"5461" 5084 0 34.0024453724655 8 TRUE "b"
"5462" 5084 0 28.5571425301688 7 TRUE "b"
"5463" 5084 0 19.369605837517 3 TRUE "b"
"5582" 5181 668.235894001353 22.9800001780192 15 TRUE NA
"5621" 5208 32.5023481023102 16.5666666030884 6 TRUE NA
"5622" 5208 180.628834774722 32.1628333639476 3 TRUE NA
"5623" 5208 442.138474446511 26 9 TRUE NA
"5624" 5208 0 23.2488191741755 5 TRUE NA
"5630" 5218 0 27.5846155606783 13 TRUE NA
"5631" 5218 39.8262484072511 9.5 3 TRUE NA
"5692" 5307 182.868638482895 33.0249998569489 8 TRUE "a"
"5693" 5307 486.923076572195 22.5745921411107 14 TRUE "a"
"5694" 5307 166.543297277467 21.7430833485621 6 TRUE "a"
"5836" 5436 38.8966313471894 26.089999961853 10 TRUE "a"
"5837" 5436 0 29.4153844393217 13 TRUE "a"
"5838" 5436 0 32.2181816101074 11 TRUE "a"
"5839" 5436 53.1336293968493 26.5888890160455 9 TRUE "a"
"5860" 5451 186.768281764065 20.3599994659424 5 TRUE "a"
"5861" 5451 0 33.0200000762939 5 TRUE "a"
"5874" 5457 0 24.9329243923389 9 TRUE NA
"5901" 5541 15.19657937648 29.7315986744478 5 TRUE NA
"5902" 5541 0 40.0750725315656 6 TRUE NA
"5903" 5541 0 15.4501528989493 7 TRUE NA
"5904" 5541 0 18.7999998728434 6 TRUE NA
"5919" 5547 277.152689860762 24.7615384321946 13 TRUE "a"
"5920" 5547 0 15.2010325850532 8 TRUE "a"
"5946" 5556 265.035938303948 31.1499998092651 10 TRUE NA
"5947" 5556 481.513545652561 27.560000038147 10 TRUE NA
"5948" 5556 158.975217810969 28.0324553131939 13 TRUE NA
"5949" 5556 389.954393300131 33.761538872352 13 TRUE NA
"5950" 5557 323.212154381418 27.190908908844 11 TRUE NA
"5951" 5557 68.1905780835441 36.8090907010165 11 TRUE NA
"5952" 5557 59.1179904472474 35.9230769230769 13 TRUE NA
"5953" 5557 70.0858501455468 32.3581472347274 8 TRUE NA
"5974" 5566 173.610370760206 27.4249999523163 8 TRUE "a"
"5975" 5566 412.222684200687 29.2419592460034 8 TRUE "a"
"5976" 5566 0 23.3599998474121 5 TRUE "a"
"5977" 5566 686.276231378519 36.211818589406 11 TRUE "a"
"5985" 5572 0 0 0 TRUE "b"
"5986" 5572 0 15.533332824707 3 TRUE "b"
"5987" 5572 0 8.35238397743903 3 TRUE "b"
"6028" 5597 0 20.8833335240682 6 TRUE "b"
"6096" 5659 0 0 0 TRUE NA
"6097" 5659 691.255205417094 26.8550958591207 13 TRUE NA
"6098" 5659 524.258401762899 31.7111110687256 9 TRUE NA
"6099" 5659 577.245355274639 28.3999997919256 11 TRUE NA
"6113" 5665 269.447961920778 24.0285715375628 7 TRUE "b"
"6114" 5665 537.011172790579 33.4777772691515 9 TRUE "b"
"6115" 5665 216.690588195876 31.3818638728014 9 TRUE "b"
"6116" 5665 462.501222283831 37.8090907010165 11 TRUE "b"
"6117" 5666 152.074403478208 25.1575312794378 13 TRUE NA
"6118" 5666 113.314217733226 33.0749995311101 12 TRUE NA
"6119" 5666 67.7937900302386 36.4475912102969 11 TRUE NA
"6228" 5803 0 24.8655240821858 10 TRUE "b"
"6229" 5803 295.406603904099 27.2619682534365 9 TRUE "b"
"6265" 5822 234.484209353021 17.7571427481515 7 TRUE "a"
"6269" 5830 0 33.019585867259 7 TRUE NA
"6270" 5830 53.6968879689921 31.8666674296061 6 TRUE NA
"6271" 5830 0 31.2750000953674 8 TRUE NA
"6272" 5830 0 29.7006367453467 2 TRUE NA
"6277" 5832 0 10.5 1 TRUE "b"
"6278" 5832 0 0 0 TRUE "b"
"6290" 5839 0 19.9749999046326 4 TRUE "b"
"6291" 5839 0 28.7428567068917 7 TRUE "b"
"6292" 5839 0 24.8374998569489 8 TRUE "b"
"6533" 6061 231.097526157958 28.9875001907349 8 TRUE "b"
"6534" 6061 31.679852547891 10.6666666666667 3 TRUE "b"
"6535" 6061 341.422701889175 31.4499998092651 8 TRUE "b"
"6536" 6061 55.8533724273543 30.8666661580404 6 TRUE "b"
"6545" 6064 0 30.2918297843872 10 TRUE NA
"6546" 6064 0 26.8999998569489 8 TRUE NA
"6572" 6085 0 23.6199998855591 15 TRUE NA
"6573" 6085 1112.34351280335 29.1499999046326 21 TRUE NA
"6574" 6085 39.3762134187546 18.4714284624372 7 TRUE NA
"6662" 6178 97.4854116885153 12.2329643797661 6 TRUE "a"
"6776" 6315 0 32.985714503697 7 TRUE "a"
"6777" 6315 0 26.7334232554448 6 TRUE "a"
"6778" 6315 19.8355419736195 11.1999998092651 1 TRUE "a"
"6779" 6315 189.007278421382 16.2875000238419 8 TRUE "a"
"6784" 6317 448.038447948205 32.6777780320909 9 TRUE NA
"6785" 6317 517.118863194861 39.681193529395 12 TRUE NA
"6786" 6317 355.574991815387 27.339999961853 10 TRUE NA
"6798" 6323 389.812662293506 28.5444442960951 9 TRUE NA
"6799" 6323 49.4142473435172 33.9649549640088 7 TRUE NA
"6800" 6323 161.400006433054 33.5200000762939 10 TRUE NA
"6801" 6323 108.314022832041 32.9045398434297 12 TRUE NA
"6810" 6335 0 0 1 TRUE "b"
"6826" 6347 0 18.9599998474121 5 TRUE "a"
"6873" 6415 0 7.93333339691162 3 TRUE "b"
"6874" 6415 0 25.6459467622359 2 TRUE "b"
"6875" 6415 107.089370109313 15.6181820089167 11 TRUE "b"
"6876" 6415 0 15.3160699791537 4 TRUE "b"
"6879" 6418 0 27.1788218822169 7 TRUE NA
"6880" 6418 113.018058530295 28.75 2 TRUE NA
"6881" 6418 148.037562444705 24.8090907010165 11 TRUE NA
"6884" 6420 56.0324111613118 38.1871062125635 12 TRUE NA
"6885" 6420 0 32.699999915229 9 TRUE NA
"6907" 6428 169.846209450182 27.0372594397695 11 TRUE "a"
"6908" 6428 18.6990773573004 17.0289966448954 7 TRUE "a"
"6909" 6428 250.416556674414 18.1894700291734 9 TRUE "a"
"6910" 6428 477.681773102461 25.7727272727273 11 TRUE "a"
"6963" 6464 0 35.8333333333333 3 TRUE NA
"6964" 6464 0 23.4625004529953 8 TRUE NA
"7079" 6619 163.535159418648 23.7914411097143 13 TRUE NA
"7086" 6631 0 33.8538457430326 13 TRUE NA
"7087" 6631 0 21.2249999046326 4 TRUE NA
"7092" 6636 0 15.9183998221723 8 TRUE "a"
"7112" 6678 121.159081404612 34.0999994277954 4 TRUE NA
"7113" 6678 468.724783655137 24.5857793568513 10 TRUE NA
"7114" 6678 542.662713811287 30.5666669209798 12 TRUE NA
"7115" 6678 0 32.8770998102381 9 TRUE NA
"7239" 6815 0 0 1 TRUE "a"
"7240" 6815 0 28.1437212631683 10 TRUE "a"
"7241" 6815 0 22.3260668659978 4 TRUE "a"
"7265" 6833 541.012899850164 19.6277779473199 18 TRUE "a"
"7266" 6833 267.567580103785 22.7624998092651 8 TRUE "a"
"7267" 6833 252.725574701098 24.2727274461226 11 TRUE "a"
"7268" 6833 360.277256130302 19.5185628086371 12 TRUE "a"
"7273" 6835 71.8227458021197 14.1666665607029 9 TRUE "b"
"7274" 6835 130.954964617243 14.2604907929282 7 TRUE "b"
"7275" 6835 454.543164547755 26.7249999046326 12 TRUE "b"
"7276" 6835 80.496909674358 18.9272726232355 11 TRUE "b"
"7324" 6863 0 26.4549544871076 5 TRUE "b"
"7325" 6863 0 30.5382083261313 7 TRUE "b"
"7371" 6900 973.584547790782 37.0866671244303 15 TRUE NA
"7372" 6900 1246.77941565573 33.6285712832496 21 TRUE NA
"7373" 6900 242.260140581604 28.5571430751256 7 TRUE NA
"7374" 6900 652.404234121308 35.8415356705724 10 TRUE NA
"7398" 6936 0 28.7750000158946 12 TRUE "b"
"7405" 6940 151.383817555311 13.3333333333333 6 TRUE "b"
"7406" 6940 84.9092515838169 8.05000019073486 6 TRUE "b"
"7407" 6940 39.1834042421169 25.2000007629395 1 TRUE "b"
"7408" 6940 236.378689899211 27.25 6 TRUE "b"
"7438" 6949 140.320373025329 35.5750005841255 8 TRUE "a"
"7439" 6949 183.363679189029 32.7142862592425 14 TRUE "a"
"7455" 6958 125.104017845779 24.6500000953674 12 TRUE "b"
"7456" 6958 280.352016185149 24.8373888988957 6 TRUE "b"
"7532" 7085 0 22.1225278384322 4 TRUE NA
"7533" 7085 0 20.5940671313906 4 TRUE NA
"7558" 7097 130.579570165685 29.8209080602982 11 TRUE "b"
"7559" 7097 578.149396237573 27.2266667683919 15 TRUE "b"
"7560" 7097 469.130936797519 28.0808085995102 14 TRUE "b"
"7561" 7097 268.402819886762 34.2636365023526 11 TRUE "b"
"7600" 7114 49.8342180550862 17.1599998474121 5 TRUE NA
"7601" 7114 149.017277945884 18.2716219376488 6 TRUE NA
"7714" 7197 0 9.89999985694885 4 TRUE NA
"7718" 7199 0 15.3789756255254 7 TRUE "b"
"7785" 7226 0 30.3100002288818 10 TRUE NA
"7786" 7226 0 26.4634701026647 4 TRUE NA
"7787" 7226 0 27.0500001907349 4 TRUE NA
"7788" 7226 0 8.10000038146973 1 TRUE NA
"7877" 7361 164.275007855306 19.0199999809265 5 TRUE NA
"7878" 7361 195.400190940429 26.0571430751256 7 TRUE NA
"7879" 7361 315.709744316623 30.5000002384186 8 TRUE NA
"7976" 7413 0 22.6988538833883 9 TRUE "a"
"7977" 7413 0 24.099999836513 7 TRUE "a"
"7978" 7413 0 28.390909021551 11 TRUE "a"
"8061" 7477 42.0088424659161 25.2999992370605 1 TRUE "a"
"8062" 7477 380.193415055472 30.5759153351909 12 TRUE "a"
"8173" 7624 115.890912809089 27.0818183205344 11 TRUE "a"
"8174" 7624 233.863409800511 26.3666667938232 9 TRUE "a"
"8175" 7624 116.141788970126 30.7810031549819 9 TRUE "a"
"8176" 7624 540.675293496146 28.3355938058162 11 TRUE "a"
"8238" 7657 0 15.5999997456868 3 TRUE "b"
"8246" 7666 0 29.7250003814697 8 TRUE "a"
"8255" 7676 0 14.6706266693284 7 TRUE "a"
"8256" 7677 0 27.1200000762939 5 TRUE NA
"8257" 7677 0 18.815242119318 3 TRUE NA
"8258" 7677 0 15.0716153808735 7 TRUE NA
"8259" 7679 658.627386398212 24.089040718832 12 TRUE NA
"8260" 7679 254.800938629901 27.5 5 TRUE NA
"8296" 7721 0 0 1 TRUE "b"
"8297" 7721 485.209591835086 20.8250002861023 12 TRUE "b"
"8298" 7721 218.622787267508 17.2428567068917 7 TRUE "b"
"8299" 7721 254.546677608816 21.4400001525879 10 TRUE "b"
"8352" 7744 0 24.7374999523163 8 TRUE NA
"8353" 7744 0 31.0666662851969 6 TRUE NA
"8354" 7744 0 35.4666665395101 6 TRUE NA
"8355" 7744 0 8.60000038146973 1 TRUE NA
"8522" 7930 0 22.1971421621112 3 TRUE NA
"8523" 7930 0 36.2083336512248 12 TRUE NA
"8532" 7941 0 29.9344027988951 3 TRUE "a"
"8533" 7941 0 30.3666667938232 3 TRUE "a"
"8534" 7941 0 33.1333338419596 3 TRUE "a"
"8535" 7941 0 26.849999666214 4 TRUE "a"
"8579" 7979 0 24.3125001192093 8 TRUE NA
"8580" 7979 128.720846546836 37.5666669209798 3 TRUE NA
"8581" 7979 0 36.9754637638173 6 TRUE NA
"8582" 7979 226.451955585406 19.7195281086004 7 TRUE NA
"8653" 8020 0 32.9499995708466 8 TRUE "a"
"8654" 8020 309.880007183307 39.4126113489882 5 TRUE "a"
"8655" 8020 0 11.8499999046326 4 TRUE "a"
"8656" 8020 53.6924185493908 36.9124999046326 8 TRUE "a"
"8676" 8038 399.573591640537 26.8223517121387 5 TRUE NA
"8677" 8038 469.829154456873 25.9299997329712 10 TRUE NA
"8678" 8038 490.931455894632 24.2454546148127 11 TRUE NA
"8722" 8117 0 23.0874998569489 8 TRUE "a"
"8723" 8117 0 24.8142858232771 7 TRUE "a"
"8742" 8132 0 29.9249997138977 4 TRUE "a"
"8743" 8132 0 29.7865440177412 9 TRUE "a"
"8744" 8132 146.429999069477 26.8000001907349 6 TRUE "a"
"8745" 8132 0 29.1749997138977 4 TRUE "a"
"8766" 8138 285.030569100038 28.2333331108093 12 TRUE NA
"8767" 8138 0 22.8096038215331 12 TRUE NA
"8768" 8138 33.4843661760938 28.964307567688 15 TRUE NA
"8781" 8142 0 29.0982116839066 3 TRUE "b"
"8782" 8142 144.70974041676 24.4600002288818 5 TRUE "b"
"8783" 8142 231.033716247314 22.399999838609 13 TRUE "b"
"8784" 8142 0 28.3000004291534 12 TRUE "b"
"8895" 8202 49.1125086110596 19.7666670481364 3 TRUE "a"
"8903" 8208 0 34.3911141095714 10 TRUE "b"
"8904" 8208 0 12.753213007371 4 TRUE "b"
"8905" 8208 0 12.5666666030884 3 TRUE "b"
"8983" 8253 0 26.8099989157905 4 TRUE "b"
"8984" 8253 0 26.1875001192093 8 TRUE "b"
"8985" 8253 0 27.3999419458538 6 TRUE "b"
"8986" 8255 0 13.8333333333333 3 TRUE NA
"8987" 8255 0 15.7833336194356 6 TRUE NA
"9003" 8260 10.45859073592 10.0499999523163 2 TRUE "a"
"9004" 8260 330.387269802895 24.5499999523163 8 TRUE "a"
"9005" 8260 0 25.9261527535714 3 TRUE "a"
"9034" 8281 0 14.5346114009931 2 TRUE "b"
"9041" 8287 0 25.3430836143448 20 TRUE "b"
"9042" 8287 491.953407662248 16.2992791279482 15 TRUE "b"
"9046" 8290 0 0 0 TRUE NA
"9060" 8297 0 27.8599998474121 5 TRUE "b"
"9092" 8380 0 28.2037655559191 11 TRUE "b"
"9093" 8380 0 18.8374999761581 8 TRUE "b"
"9094" 8380 0 23.0666666030884 9 TRUE "b"
"9095" 8380 0 25.0499996185303 10 TRUE "b"
"9156" 8411 0 23.6565423741944 5 TRUE "a"
"9157" 8411 46.0908207587863 26.4200000762939 5 TRUE "a"
"9158" 8411 0 32.4888951179203 4 TRUE "a"
"9161" 8418 115.352651119567 14.8199998855591 5 TRUE "b"
"9162" 8418 0 34.3875007629395 8 TRUE "b"
"9163" 8418 0 32.8749998410543 12 TRUE "b"
"9164" 8418 232.619538198056 33.3 5 TRUE "b"
"9173" 8423 0 31.5656763015996 11 TRUE NA
"9174" 8423 0 32.3571428571429 7 TRUE NA
"9175" 8423 0 0 0 TRUE NA
"9176" 8423 181.448461232302 22.5660118208488 10 TRUE NA
"9229" 8446 0 31.2999998728434 6 TRUE NA
"9230" 8446 0 30.8200000762939 5 TRUE NA
"9231" 8446 0 22.1843591937292 3 TRUE NA
"9232" 8446 0 32.3250000476837 8 TRUE NA
"9237" 8448 51.2765189991807 7.35000002384186 4 TRUE "a"
"9238" 8448 205.227535395328 21.9526879077306 6 TRUE "a"
"9239" 8448 15.3902458890966 7.19999980926514 1 TRUE "a"
"9240" 8448 30.4176345476517 7.84999990463257 2 TRUE "a"
"9363" 8525 0 18.9131591349527 5 TRUE NA
"9371" 8529 365.796542081185 21.0775740169241 9 TRUE NA
"9372" 8530 147.515236149134 23.9434008981957 12 TRUE "a"
"9373" 8530 43.2383972669609 21.160662621805 4 TRUE "a"
"9374" 8530 401.477947190543 30.9400001525879 10 TRUE "a"
"9420" 8556 300.115988018342 15.823076908405 13 TRUE NA
"9421" 8556 320.558890660657 18.7333333757189 9 TRUE NA
"9422" 8556 275.539909581201 13.4727270819924 11 TRUE NA
"9426" 8621 0 25.8714284896851 7 TRUE NA
"9427" 8621 0 27 4 TRUE NA
"9428" 8621 0 32.1000003814697 2 TRUE NA
"9452" 8634 575.029973294448 26.5656621201388 14 TRUE "a"
"9453" 8634 0 26.899999838609 13 TRUE "a"
"9454" 8634 0 14.25 6 TRUE "a"
"9455" 8634 201.128234320285 28.338152497951 10 TRUE "a"
"9505" 8679 176.41266498768 30.2675050071762 7 TRUE "a"
"9506" 8679 98.502853142807 30.571156758314 2 TRUE "a"
"9507" 8679 0 19.2250002622604 8 TRUE "a"
"9601" 8741 184.317196665547 33.4272727966309 11 TRUE NA
"9602" 8741 543.465835159559 34.4576783385651 7 TRUE NA
"9603" 8741 138.749654113659 34.2090910131281 11 TRUE NA
"9604" 8741 51.7234888632954 17.4920398758146 7 TRUE NA
"9691" 8876 0 32.8780878858386 3 TRUE NA
"9721" 8889 0 13.6549365418251 6 TRUE NA
"9759" 8926 97.0059446826733 23.7335624017556 2 TRUE "b"
"9766" 8933 36.5384747455246 17.2511912377103 6 TRUE "b"
"9795" 8965 0 12.960000038147 5 TRUE "a"
"9796" 8965 0 12.3000001907349 1 TRUE "a"
"9797" 8966 0 35.6571426391602 7 TRUE "a"
"9810" 8972 0 33.7136121990342 7 TRUE NA
"9811" 8972 0 33.3749995231628 8 TRUE NA
"9812" 8972 0 39.5254015763874 5 TRUE NA
"9813" 8972 0 34.3092675941185 2 TRUE NA
"9814" 8977 346.453194236095 28.7666666242811 9 TRUE "b"
"9815" 8977 0 31.2737774972973 10 TRUE "b"
"9816" 8977 0 30.6035001294374 5 TRUE "b"
"9832" 8982 0 9.60000006357829 3 TRUE "b"
"9833" 8982 0 16.4400001525879 5 TRUE "b"
"9834" 8982 0 9.70000004768372 4 TRUE "b"
"9872" 9013 0 35.1555548773872 9 TRUE "b"
"9964" 9156 0 0 0 TRUE NA
"9965" 9156 0 18.2599998474121 5 TRUE NA
"9966" 9156 0 30.3999991416931 5 TRUE NA
"9967" 9156 30.9115163481845 11.6666666666667 6 TRUE NA
